,TimeDiff,tweet_1st,tweet_2nd,Label
5634,170.32722222222222,3.954769,3.7229035,0
5661,170.09194444444444,8.894438,3.3463724,1
5676,169.91305555555556,7.51849,3.3138258,1
5690,169.75805555555556,9.509513,4.3985343,0
5697,169.6352777777778,8.396176,2.9290073,1
5737,169.2536111111111,7.718776,3.4569829,1
5833,168.30972222222223,3.8055277,2.0583458,0
5864,168.06305555555556,7.178578,2.5389447,0
6079,166.255,8.247482,3.1689055,1
6104,166.08083333333337,9.015761,4.4694843,1
6164,165.64111111111112,6.909801,1.5905551,1
6193,165.42777777777778,7.28595,3.5232036,0
6209,165.345,8.802811,3.2250202,0
6245,165.1425,9.364238,2.3662872,0
6307,164.825,6.4820743,3.0849218,1
6309,164.81722222222223,9.480544,5.293056,0
6375,164.3725,8.042566,1.1070422,1
6398,164.29166666666666,8.322421,1.3266062,0
6403,164.265,7.7823567,1.3671775,1
6413,164.24694444444444,4.223908,4.612381,0
6448,164.09583333333333,6.692796,3.3441067,0
6470,164.00305555555556,6.8474345,4.0735593,1
6507,163.7888888888889,7.6723623,3.3533747,1
6593,163.28166666666667,7.6953783,3.6228778,1
6710,162.4597222222222,11.684429,5.0934134,1
6786,161.79444444444445,7.9016767,3.9550817,1
6964,160.86833333333334,7.521235,5.278568,1
7037,160.50555555555556,8.252354,3.9254498,1
7039,160.5013888888889,7.4137506,3.6892695,0
7096,160.22555555555556,9.552488,4.3887415,1
7146,159.96277777777777,3.2858496,2.2879713,1
7172,159.80805555555557,7.974499,1.9335438,0
7183,159.77555555555554,3.6326585,1.9901383,0
7224,159.50444444444443,7.156941,3.359562,0
7259,159.33055555555555,9.934973,0.15081155,1
7261,159.3061111111111,7.85403,1.0559847,1
7265,159.28833333333333,7.6207967,3.3332279,0
7268,159.28194444444443,7.668821,3.3915873,0
7283,159.19555555555556,8.271954,3.8128347,1
7315,159.07305555555556,6.5431185,2.935416,0
7362,158.86777777777775,5.79606,1.8379109,1
7396,158.63361111111112,6.8103604,0.91138375,0
7418,158.54722222222222,7.1971526,2.7772024,1
7425,158.51555555555555,6.3783007,0.6707401,0
7438,158.44583333333333,7.9610095,5.05487,1
7472,158.23361111111112,7.2417297,3.2601497,1
7619,157.4425,8.71992,4.064361,1
7634,157.3125,7.169812,0.3393078,1
7725,156.48222222222222,8.215238,1.1841708,1
7762,156.09055555555557,8.123383,3.1782203,0
7764,156.06694444444443,8.091754,3.1461349,1
7818,155.30833333333334,7.1045256,3.3022976,1
7960,151.8138888888889,8.553779,2.4953728,0
7976,151.14277777777778,7.127196,3.8348691,1
8115,148.115,10.011629,0.06624799,1
8135,147.84416666666667,8.836991,0.40836704,1
8144,147.75,10.062332,0.0722593,1
8161,147.61,7.2031016,3.8280349,1
8197,147.32694444444445,8.187432,3.207946,1
8206,147.23305555555555,5.943124,1.8116841,0
8278,146.50277777777777,7.1893926,3.4334009,1
8281,146.4713888888889,8.947044,4.985251,1
8342,145.95777777777778,7.010414,3.39545,1
8417,145.4338888888889,9.307733,5.160316,1
8420,145.41194444444446,8.092938,3.9207892,1
8443,145.23333333333335,5.794368,1.8393779,0
8495,144.80083333333334,10.000968,0.14819826,1
8498,144.78694444444446,10.017142,0.115056,1
8589,144.15222222222224,10.032429,0.09843519,1
8627,143.88722222222225,7.1183853,3.260375,1
8801,142.66638888888892,5.690573,5.2344565,1
8805,142.645,8.27957,1.1782912,0
8898,141.87361111111113,6.5214868,3.1945374,0
8913,141.78444444444446,8.27241,1.056955,1
8929,141.6752777777778,8.318641,6.5930533,1
8973,141.35083333333336,9.573286,5.517028,1
9015,141.16666666666669,10.066101,0.07973586,1
9127,140.71750000000003,8.231588,1.9811713,0
9134,140.6838888888889,8.535,1.1903555,1
9136,140.6775,6.5349855,3.0557742,0
9185,140.41694444444445,9.820076,4.9537954,1
9191,140.3975,7.995208,7.200796,1
9218,140.26416666666668,6.6838694,2.8849857,0
9273,140.0402777777778,8.145596,2.8394768,1
9359,139.57361111111112,6.829729,3.2583125,1
9396,139.3827777777778,7.883648,5.0418205,1
9412,139.29194444444445,7.2876887,3.5471108,1
9418,139.2527777777778,9.073323,4.960416,1
9421,139.25000000000003,7.306264,3.5507343,1
9625,138.38805555555558,9.860961,0.2292739,1
9644,138.2963888888889,7.834931,1.5552961,1
9709,138.00000000000003,10.061535,0.07417449,1
9730,137.8741666666667,11.400835,4.2495127,1
9865,137.30055555555558,7.6216874,3.283692,1
9926,137.03805555555556,5.525094,-0.017868519,1
9944,137.00888888888892,10.05605,0.0775175,1
9978,136.91583333333335,6.4649653,2.9109442,0
9999,136.84055555555557,6.8698893,3.4771783,0
10037,136.70972222222224,7.808292,2.5490582,0
10090,136.50194444444446,6.826165,3.043742,0
10126,136.33472222222224,6.2360897,1.4498284,1
10222,135.96722222222223,6.8611116,3.5369623,1
10234,135.93166666666667,5.9729657,2.0815458,1
10257,135.85250000000002,9.657474,2.7461529,0
10300,135.73833333333334,8.1634655,1.1743724,0
10357,135.50361111111113,10.062308,0.08758512,1
10379,135.41500000000002,8.548577,1.8984529,1
10444,135.13611111111112,6.467571,0.8401404,1
10460,135.03361111111113,10.013085,0.1342688,1
10546,134.6241666666667,7.271646,3.5788474,0
10553,134.5941666666667,8.963041,1.5803393,1
10560,134.54916666666668,8.150434,2.6884494,1
10646,134.1713888888889,9.344911,2.6588955,1
10653,134.13305555555556,7.336265,3.2767262,0
10680,134.00444444444446,10.074324,0.071072325,1
10692,133.94833333333335,5.8428674,1.934648,1
10717,133.80194444444447,7.4473286,3.2798557,1
10723,133.78972222222225,6.665203,5.3626394,1
10740,133.67055555555558,10.013948,0.09431334,1
10829,133.24666666666667,8.760188,4.3770294,1
10880,132.98805555555558,4.984965,2.6447988,1
10892,132.92444444444445,9.748038,2.9401982,1
10899,132.89333333333337,8.598546,2.7814765,1
10918,132.82388888888892,9.139786,3.2392926,1
10963,132.47750000000002,8.556211,6.534398,1
11048,131.8913888888889,8.249406,4.0353746,1
11062,131.75000000000003,8.591455,2.815687,1
11135,130.53333333333336,10.051161,0.05475297,1
11151,130.16361111111112,5.836651,1.8243514,1
11234,128.27194444444444,10.034813,0.107601106,1
11235,128.27,10.051662,0.09436691,1
11240,128.0638888888889,9.4179,2.2829864,1
11262,127.04444444444444,10.056353,0.08577042,1
