,TimeDiff,tweet_1st,tweet_2nd,Label
23075,95.71472222222222,6.531877,1.5565931,1
23126,95.63194444444444,7.633266,2.6482618,1
23286,95.38472222222222,8.223625,2.272537,1
23312,95.36416666666666,7.5973353,2.839007,1
23425,95.22027777777778,8.295408,2.3665519,1
23446,95.19916666666668,8.25356,2.3184628,1
23560,95.05472222222222,7.510045,3.2019944,1
23796,94.80583333333334,7.415806,2.2682111,1
23849,94.7275,10.639847,5.6882234,1
23913,94.63694444444444,7.6725693,2.2620656,1
23933,94.61027777777778,8.198615,2.2629309,1
23953,94.59472222222222,7.971535,2.2427042,1
24104,94.39555555555556,7.478071,3.122917,1
24280,94.18888888888888,9.558598,1.8247846,1
24349,94.11055555555556,7.6860876,2.392008,1
24385,94.08277777777778,7.890944,2.709837,1
24398,94.07444444444444,7.547046,3.1110885,1
24595,93.86611111111112,8.067948,2.2856543,1
24632,93.81916666666666,8.181359,2.338525,1
24653,93.80277777777778,9.340482,1.9707849,1
24705,93.74555555555555,8.244714,2.3471909,1
24774,93.66888888888889,7.4950743,2.43922,1
24976,93.45222222222222,7.64426,2.2500958,1
25060,93.33888888888887,11.353336,3.8830726,1
25061,93.33777777777776,8.201044,2.2155387,1
25074,93.32555555555555,7.681139,2.4150906,1
25191,93.21277777777776,7.4129014,2.4599931,1
25197,93.20833333333331,7.5432734,2.404908,1
25251,93.16388888888888,8.253587,2.3217094,1
25447,93.00972222222222,8.205763,2.2837698,1
25449,93.00611111111112,8.18556,2.266399,1
25513,92.9475,8.262539,2.2111828,1
25524,92.93777777777778,8.229714,2.2721095,1
25552,92.90944444444445,8.279529,2.318855,1
25571,92.89222222222222,8.184039,2.2735958,1
25678,92.76777777777778,8.173654,2.4689767,1
25696,92.75027777777778,8.176257,2.2813244,1
25831,92.62277777777778,5.523048,3.5819976,0
25905,92.53805555555556,8.577309,1.8094968,1
26731,91.62305555555557,8.164908,2.2452905,1
26808,91.55055555555556,8.203067,2.2083979,0
26867,91.50055555555556,6.8393793,2.4294286,0
26899,91.46722222222222,7.2616434,2.4027963,1
27022,91.33027777777778,7.9023585,1.8468183,1
27504,90.90444444444444,8.277555,2.3797786,1
27562,90.835,7.18242,2.1335151,0
28073,90.30583333333334,7.431826,2.4726675,1
28150,90.23444444444443,6.309528,3.2466674,1
28453,89.93305555555555,6.8308787,2.5836396,1
28579,89.81055555555555,7.366872,2.4704647,1
28598,89.79444444444445,7.2856183,2.5630891,1
28619,89.775,10.698572,4.757768,1
28975,89.45194444444445,7.258873,2.1355371,1
29071,89.35805555555555,7.391775,2.4644887,1
29405,89.09222222222222,7.1016912,2.57705,0
29679,88.9325,7.251774,2.2443547,1
29721,88.89944444444444,10.670992,4.8568206,1
29778,88.8338888888889,6.558519,0.80310684,0
29780,88.83361111111111,7.316033,2.509633,1
30116,88.54694444444445,8.653485,1.9058847,1
30233,88.45555555555555,7.0767465,2.7829442,1
30289,88.42416666666666,8.080727,2.0915172,1
30331,88.39277777777778,5.7524676,4.8847914,1
30351,88.37138888888889,8.493315,6.948512,1
30357,88.36638888888889,7.4290338,2.499128,1
30384,88.3338888888889,8.34435,6.96933,1
30388,88.33027777777778,10.682721,4.8151965,1
30952,87.87444444444445,7.4431314,2.428916,1
31089,87.74444444444444,7.387248,2.4240735,1
31097,87.73416666666667,7.5980945,2.6227612,1
31102,87.72888888888889,7.3670864,2.0597389,1
31291,87.45472222222222,6.866417,4.159107,1
31472,87.2063888888889,7.678466,2.2457156,1
31733,86.75611111111111,7.4716115,2.5430014,1
31763,86.69361111111111,7.7456584,2.3098178,1
31769,86.67805555555556,9.0053215,1.9443626,1
31840,86.5363888888889,7.614802,2.5456512,1
31917,86.40722222222222,5.3335843,4.5286756,1
32002,86.26666666666667,9.505868,3.9079418,1
