,TimeDiff,tweet_1st,tweet_2nd
11582,122.0475,8.129901,2.698374
11584,122.00333333333332,6.4980593,0.444292
11585,122.00305555555556,10.243351,2.1911507
11586,121.9775,8.681483,3.902029
11587,121.96777777777778,5.809275,2.169051
11588,121.96583333333334,-11.225088,2.8980043
11589,121.95305555555557,-2.7407184,15.734556
11590,121.95194444444444,8.629456,0.1493632
11591,121.94694444444444,7.387145,2.0908024
11592,121.94611111111112,7.642206,5.1384816
11593,121.93916666666668,12.318737,-11.274023
11594,121.93444444444444,-8.037214,14.132651
11596,121.92888888888888,-2.7852716,15.790058
11597,121.90694444444443,-11.052471,2.795731
11599,121.8875,4.731564,3.3346672
11600,121.88194444444444,8.251032,7.6965003
11601,121.87805555555556,6.1117134,4.015757
11602,121.87361111111112,6.6947145,2.0251696
11604,121.86472222222224,7.59455,5.3626523
11605,121.86055555555556,2.1799064,2.5294156
11606,121.8475,-9.594141,10.904928
11607,121.8475,8.334577,7.6666245
11608,121.84027777777776,6.327887,3.952343
11609,121.83555555555556,7.6975927,7.5195503
11610,121.82916666666668,9.24706,1.9244428
11611,121.82833333333332,4.667907,1.1565123
11612,121.82666666666668,12.315499,-11.224545
11613,121.81166666666668,3.7431648,5.5520163
11614,121.81083333333332,8.614981,4.4736238
11615,121.79611111111112,12.33881,-11.243683
11616,121.79472222222222,6.5337152,2.3335128
11617,121.79416666666668,3.5575607,3.4878707
11619,121.76916666666666,5.8557916,2.5813947
11622,121.7625,9.280596,3.820773
11624,121.74416666666669,6.0794954,4.8754535
11625,121.73555555555556,10.347206,3.1538162
11626,121.73388888888888,-10.878082,2.8462634
11627,121.72472222222224,6.579086,3.6669266
11629,121.71777777777778,6.548316,0.98756814
11630,121.7175,7.724088,-10.054972
11631,121.71555555555555,4.025643,2.4668243
11632,121.71472222222222,-11.062215,3.0512176
11634,121.6975,5.418403,4.8135214
11636,121.675,3.669872,2.4169059
11637,121.66694444444444,6.3095865,0.36442465
11638,121.66222222222224,-10.961452,2.8230703
11639,121.65583333333332,4.561346,5.368497
11640,121.64916666666667,4.739252,4.918381
11641,121.64694444444444,7.3273516,0.6538339
11642,121.64472222222224,5.7911077,3.4936242
11643,121.64361111111111,8.004053,2.333463
11644,121.62666666666668,-11.095414,3.207487
11645,121.62083333333334,4.566093,4.013742
11649,121.59305555555557,2.9139905,2.252244
11650,121.58416666666666,8.745712,2.3182325
11651,121.58333333333331,8.245357,0.9129635
11652,121.57583333333334,3.9041216,3.6173365
11653,121.57444444444444,5.1257234,4.131539
11655,121.56861111111112,9.777823,2.7882009
11656,121.56611111111113,4.941384,6.283095
11657,121.56194444444444,3.9858513,2.5539265
11658,121.56055555555557,3.0582645,2.997925
11660,121.55361111111112,9.385198,2.6876569
11661,121.54583333333332,4.1125875,1.8849472
11662,121.53222222222222,3.5014246,2.43296
11663,121.5286111111111,5.809443,1.2041492
11664,121.52555555555556,2.2355433,2.6281772
11665,121.51944444444445,10.805672,2.2836766
11666,121.51,1.3628958,2.6517131
11667,121.50694444444444,2.0075889,2.2834191
11668,121.50277777777778,5.918485,0.45361722
11670,121.50027777777778,7.0257277,2.3339322
11671,121.5,9.329335,3.6300972
11672,121.48861111111113,8.380582,2.0927203
11673,121.48694444444445,-2.7114935,15.775543
11674,121.48583333333332,8.143831,7.3184967
11675,121.48194444444444,2.2658625,2.3104928
11676,121.48055555555555,7.173709,4.6149364
11677,121.48027777777776,-10.814039,3.0081897
11678,121.47444444444444,6.1495976,7.543392
11679,121.46722222222222,4.160128,3.3601537
11681,121.4636111111111,3.833354,1.7906917
11684,121.46027777777778,6.039307,0.6256565
11685,121.4588888888889,5.321282,0.824479
11686,121.45694444444445,8.75195,1.5489988
11687,121.4475,2.2906482,3.7541628
11688,121.44611111111112,7.9813924,7.5126786
11689,121.44555555555556,5.614294,4.6434436
11690,121.43722222222222,7.2221336,4.1700516
11691,121.41027777777778,4.7366405,4.4680486
11692,121.40861111111111,3.2044733,2.302147
11693,121.4075,-7.663343,9.995496
11694,121.40027777777776,8.158394,4.2814956
11695,121.39805555555556,-2.7341342,15.753855
11696,121.39527777777778,1.6207188,0.13456915
11697,121.39472222222224,7.1884966,4.909668
11698,121.39444444444445,5.6725965,0.7139053
11699,121.38444444444444,3.0385487,2.8158557
11700,121.38361111111112,6.434993,4.43154
11701,121.37361111111112,10.76522,5.061874
11702,121.36305555555556,4.8072553,2.4203534
11703,121.35388888888887,-11.024442,3.1314597
11704,121.34722222222224,5.1436977,4.227888
11705,121.34138888888889,6.3758755,1.1114498
11706,121.33972222222222,-11.090753,2.938294
11707,121.33333333333331,7.249528,6.8691773
11708,121.31722222222224,2.4678054,4.0668497
11709,121.29972222222224,4.6161194,5.265859
11710,121.28861111111112,8.69125,2.8765976
11711,121.28666666666666,-7.653443,10.004777
11712,121.2863888888889,-2.8766024,15.675025
11714,121.27055555555556,8.528542,5.053103
11715,121.26972222222224,-11.039149,3.1861212
11716,121.26916666666666,7.369235,0.5103581
11717,121.2625,3.5159552,3.2906852
11718,121.25527777777778,9.5174465,2.3861632
11719,121.25027777777778,4.7575564,6.6168313
11720,121.23611111111111,-8.036709,14.134267
11721,121.22,10.036241,2.6371229
11723,121.20138888888889,8.814081,4.540138
11725,121.18166666666669,6.517381,3.909487
11726,121.17444444444445,6.347421,0.4546756
11727,121.16694444444444,4.036227,1.3903677
11728,121.15638888888888,6.9650664,4.462457
11731,121.12805555555556,7.7234693,-10.054806
11732,121.10305555555556,2.9594035,3.9076805
11733,121.1,9.276193,6.083549
11735,121.09,12.300097,3.052172
11736,121.08472222222224,12.30094,3.0508027
11737,121.06527777777778,12.300657,3.0524414
11739,121.055,5.4187717,1.472921
11740,121.05277777777778,12.297647,3.0507302
11741,121.04694444444443,8.146854,1.4282275
11742,121.03222222222222,10.450383,3.2494845
11744,121.02055555555556,2.3363347,2.6347888
11747,121.00527777777778,6.077779,0.46338412
11748,121.005,6.0928555,0.4267372
11749,120.99972222222222,5.6652403,4.737728
11751,120.98333333333332,3.7413504,4.7095566
11753,120.9713888888889,10.852885,4.9953856
11755,120.96083333333333,7.7788463,0.6479996
11756,120.96083333333333,6.4376173,0.68775445
11757,120.95777777777778,-10.992804,3.031094
11758,120.94694444444444,10.507152,2.9903672
11762,120.90055555555556,8.37084,7.553222
11763,120.89722222222224,10.592179,4.8085833
11764,120.85472222222222,-10.832375,3.0977418
11765,120.85416666666669,7.6665654,3.0379267
11766,120.83944444444444,5.413761,5.565712
11768,120.80277777777778,9.063751,4.060764
11770,120.77777777777776,4.111437,1.9053855
11772,120.76694444444443,6.1274076,1.7320123
11774,120.76083333333334,4.0792723,4.574921
11775,120.75666666666666,8.301378,7.506466
11776,120.7538888888889,2.0109456,3.5232806
11777,120.73833333333332,6.6087494,1.9480777
11779,120.71444444444444,8.454611,5.146949
11780,120.70916666666666,8.012714,4.68936
11782,120.70083333333334,7.2414074,3.1288648
11784,120.69111111111113,7.0392876,0.7611983
11785,120.67805555555556,6.587987,2.9450233
11788,120.6575,5.8836226,2.1146882
11789,120.65027777777776,6.5732217,-0.46627244
11790,120.63944444444444,6.1336284,0.31342337
11791,120.62583333333332,4.4653077,3.4385033
11793,120.62277777777778,7.866484,0.6235404
11795,120.6138888888889,10.24525,2.5135925
11796,120.61305555555556,9.50382,3.9368079
11798,120.60138888888888,4.7092986,6.6300087
11799,120.6,-11.084411,2.8461668
11800,120.59944444444444,6.8523984,3.955386
11801,120.5988888888889,6.0919967,1.2368319
11802,120.59138888888889,7.903366,1.537916
11804,120.57916666666668,7.1276107,4.476977
11805,120.57222222222222,7.7534833,0.66142064
11806,120.56083333333332,4.396804,4.873722
11808,120.55083333333332,8.746585,7.174112
11810,120.54833333333332,6.6557927,3.2313106
11811,120.54027777777776,8.414961,-7.756334
11812,120.53916666666667,7.1087,5.5849266
11813,120.53833333333333,2.3743303,3.1143959
11814,120.53777777777778,8.629811,4.9771924
11815,120.53527777777778,4.9436345,0.40099236
11817,120.52555555555556,4.949715,0.4097233
11820,120.515,-11.28012,3.0370564
11821,120.5125,6.165819,1.5724744
11822,120.50333333333332,8.414665,-7.757006
11823,120.455,8.206932,1.0372442
11824,120.45277777777778,8.4388075,1.3171996
11826,120.44111111111113,4.638005,3.4766507
11828,120.42583333333332,6.632747,3.9485579
11829,120.42416666666666,8.414223,6.6545577
11830,120.42138888888888,-11.118301,2.6157036
11831,120.41666666666669,8.76461,7.293969
11832,120.415,7.568361,4.6112165
11833,120.41027777777778,10.804648,3.1028924
11834,120.40638888888888,7.958604,2.1894214
11835,120.40611111111112,4.740438,6.601503
11836,120.4011111111111,9.591262,3.8639348
11837,120.38277777777778,3.1299431,3.2305465
11838,120.37444444444444,7.1468024,4.586566
11840,120.33361111111113,6.7241373,1.0746152
11842,120.32972222222222,8.211295,3.6697664
11843,120.32416666666668,5.3572316,4.3070593
11845,120.31611111111113,10.211326,1.2836846
11846,120.30972222222222,3.6373363,3.5818548
11847,120.29833333333332,4.4635034,2.7186573
11849,120.25055555555556,6.8652444,1.2811241
11850,120.24777777777778,6.252363,0.61749715
11852,120.23944444444444,5.8741164,2.055054
11853,120.23166666666668,6.4507027,5.42441
11855,120.21555555555555,5.273727,6.525029
11856,120.21138888888888,8.417458,7.513881
11857,120.21027777777778,8.684627,7.6175733
11858,120.21,8.414524,1.1659732
11859,120.20305555555557,6.175127,0.28806677
11860,120.18444444444444,8.67329,1.8397114
11862,120.17555555555556,6.2612014,4.692864
11863,120.1675,5.7350903,0.52869046
11864,120.16666666666669,5.5696,5.276803
11865,120.15138888888887,8.6766,7.03785
11866,120.14611111111113,-11.19252,3.1380825
11867,120.14333333333332,4.674678,4.56946
11868,120.13333333333334,10.845365,5.0135345
11871,120.10333333333334,4.591401,2.9269583
11872,120.0975,4.833822,0.65331835
11874,120.09027777777776,2.099316,2.2669082
11875,120.08166666666666,9.9530945,0.08544223
11876,120.06972222222224,9.227741,6.3110223
11877,120.06694444444445,6.806232,1.6112413
11879,120.06,5.7649565,2.4708576
11880,120.05638888888888,8.208863,3.9448032
11881,120.05166666666666,5.3530297,5.615588
11882,120.03944444444444,4.6444607,3.1844246
11883,120.0338888888889,4.2559285,4.146069
11886,120.02527777777776,-10.67193,2.755432
11887,120.02527777777776,-10.905449,3.1540785
11888,120.02055555555556,6.3750205,0.5104161
11889,120.02,9.668571,2.4346747
11890,120.01722222222222,3.9436138,3.9065797
11891,120.01638888888888,-11.35706,2.8699224
11892,120.01277777777776,5.5375867,2.4917321
11893,120.0075,-7.647899,10.009179
11894,120.00638888888888,4.4906855,3.328177
11895,120.00055555555556,6.588386,3.6199534
11896,120.00027777777778,8.851434,6.7153196
11897,119.99222222222222,1.7769418,2.7823277
11898,119.99083333333331,9.225999,6.292205
11899,119.98361111111112,5.8131137,2.9048421
11900,119.97666666666667,9.539941,2.376762
11901,119.96111111111112,6.403679,1.8103883
11902,119.94527777777778,5.646701,5.471831
11904,119.92027777777778,12.334581,-11.245193
11905,119.91666666666669,9.003984,2.5869102
11907,119.89166666666668,8.77418,6.9937835
11908,119.88972222222222,5.093373,2.2844954
11909,119.88638888888887,6.301807,0.4135062
11910,119.885,9.777253,1.7335021
11911,119.87694444444443,10.185975,3.6876938
11912,119.86166666666666,9.701323,4.0260463
11913,119.85833333333332,3.9864354,3.3660834
11914,119.85333333333334,1.5688541,2.9530869
11915,119.85055555555556,-10.760529,3.0134418
11916,119.83694444444444,8.250096,7.11359
11917,119.82111111111112,2.3738925,2.8748477
11919,119.79777777777778,7.7556386,5.3774996
11921,119.77638888888887,7.401998,4.7758517
11925,119.7625,-10.770564,3.3488133
11926,119.74777777777778,3.2098532,3.255494
11927,119.72694444444444,6.4539943,4.504383
11928,119.72472222222224,7.952934,7.6443396
11929,119.71472222222222,6.9034758,5.9576354
11930,119.7125,4.869639,2.789708
11931,119.695,2.6057873,3.6764991
11932,119.69166666666666,7.941001,6.6483717
11933,119.6836111111111,3.7816904,4.14512
11934,119.67083333333332,9.081902,4.1290965
11935,119.66333333333333,8.336046,2.4841647
11936,119.62055555555555,8.302627,2.9275692
11938,119.61916666666669,3.5102031,2.4979093
11940,119.60305555555556,-7.6568294,10.001648
11942,119.59194444444444,6.452225,3.4609025
11943,119.59,6.554947,0.9427715
11945,119.57194444444444,4.4127398,0.8256712
11947,119.56694444444445,-11.318873,3.204585
11948,119.55833333333334,7.441509,3.6811109
11949,119.5338888888889,9.257995,1.8968989
11950,119.52916666666668,-11.113832,3.1482515
11952,119.52722222222222,8.274558,7.0573936
11953,119.50305555555556,5.6595235,1.9650946
11954,119.50083333333332,6.878872,0.9553552
11956,119.50027777777778,7.651294,1.6050277
11957,119.48638888888888,10.485089,6.677109
11958,119.48472222222222,5.2118297,6.606647
11959,119.48333333333332,8.866549,1.1026475
11960,119.46972222222222,3.747283,4.5666766
11962,119.45444444444443,6.843757,3.848724
11964,119.4425,-2.774429,15.703125
11965,119.43944444444443,8.097339,3.7758467
11967,119.4263888888889,5.083061,6.628327
11968,119.42055555555557,7.1873484,0.3521488
11969,119.41527777777776,5.477085,1.0382419
11970,119.41194444444444,8.857554,3.9899025
11971,119.4113888888889,4.3022623,3.1557872
11974,119.4036111111111,11.029827,3.3990066
11977,119.38694444444444,9.811914,2.9313326
11978,119.37916666666666,7.724937,-10.055391
11979,119.37388888888889,1.7204055,1.9405022
11980,119.37361111111112,4.719154,2.696863
11981,119.36861111111112,8.018502,1.4943072
11983,119.355,7.639548,4.5047626
11984,119.35194444444444,5.5006547,6.654661
11985,119.34583333333332,6.309464,4.74422
11986,119.33916666666669,1.6822942,3.6632419
11987,119.33833333333334,6.3978972,6.262467
11988,119.32555555555555,2.8666346,3.284727
11990,119.3225,6.294912,0.747983
11995,119.3175,4.7452106,3.9741375
11996,119.31666666666666,6.1954904,4.0577493
11998,119.29833333333332,6.470499,1.3690777
11999,119.29444444444444,10.632327,2.0221832
12000,119.28555555555556,8.750875,4.323962
12001,119.285,2.970652,3.0445554
12005,119.25944444444444,11.737088,4.0881786
12006,119.25805555555556,-2.7641761,15.712863
12008,119.25722222222224,-11.284421,3.0448034
12009,119.25,5.731736,5.6413913
12010,119.24777777777778,6.2562437,0.38481435
12011,119.24388888888888,3.627761,-0.5954186
12012,119.24361111111112,12.331378,-11.246536
12013,119.24305555555556,7.724439,-10.055152
12014,119.24166666666666,8.076188,1.3113891
12015,119.23833333333332,9.50456,3.8006568
12016,119.23805555555556,9.368079,1.8325356
12018,119.23638888888888,12.339595,-11.246966
12020,119.23472222222222,3.899505,1.4023035
12021,119.2325,8.733976,5.7831426
12022,119.2238888888889,10.010873,2.3404026
12023,119.22027777777778,8.390482,4.2539062
12024,119.21916666666668,12.334202,-11.245566
12025,119.21861111111112,9.939952,4.335356
12026,119.21666666666668,6.9031873,4.157285
12027,119.20444444444443,4.7084136,3.555898
12029,119.19277777777778,6.157966,2.9999168
12031,119.18777777777778,6.5084147,4.7325478
12032,119.1725,4.06439,3.2686043
12033,119.16916666666668,3.038074,3.2589564
12034,119.16722222222222,6.5219216,1.4032309
12035,119.16305555555556,-10.5954685,2.833975
12037,119.14888888888888,5.709317,0.6552506
12038,119.13555555555556,6.759952,0.6061897
12039,119.13527777777776,9.633588,3.2136908
12040,119.12777777777778,6.2512097,0.81723654
12041,119.12444444444444,2.5519361,2.4208343
12044,119.09416666666668,6.513112,3.2582724
12045,119.09333333333332,9.626833,2.0274472
12046,119.0925,10.101692,1.6409298
12047,119.09222222222222,5.6078396,0.58886933
12048,119.08472222222224,1.3768983,2.658562
12049,119.07777777777778,2.4211884,2.7740786
12050,119.0775,5.4820867,4.060169
12051,119.07305555555556,5.7807035,0.5630662
12052,119.06444444444443,8.613715,-1.4942849
12053,119.0586111111111,9.409343,6.4031005
12054,119.05666666666669,8.568126,4.896116
12055,119.05416666666666,8.613439,-1.4933223
12056,119.04444444444444,10.923754,5.3876467
12057,119.0425,6.621639,0.6622267
12058,119.04194444444444,6.5652213,1.4220979
12059,119.04055555555556,-11.34822,2.8164048
12060,119.03916666666667,2.3056114,3.4188113
12061,119.03833333333333,8.61272,-1.4919044
12062,119.03805555555556,5.3384466,-0.49564174
12063,119.0261111111111,3.2683759,3.2671552
12064,119.01638888888888,-2.901095,15.807941
12065,119.01611111111112,5.141342,3.6318495
12066,119.01277777777776,3.9431145,4.713959
12067,119.00611111111112,10.092078,3.6627712
12069,119.00027777777778,5.459768,6.7000456
12070,118.99805555555557,-10.950855,3.2885044
12071,118.99,-11.052888,3.116495
12072,118.98666666666666,-11.394896,3.028348
12073,118.98611111111111,7.125599,4.754263
12074,118.98583333333332,3.430062,4.22997
12075,118.98388888888888,7.910039,4.4989986
12076,118.98388888888888,7.863258,1.9274958
12077,118.98138888888889,7.878401,4.914592
12080,118.95444444444443,11.183119,5.011449
12081,118.95027777777776,12.338194,-11.252497
12082,118.94916666666668,7.449425,2.1765409
12083,118.94555555555556,-11.066345,3.1052225
12085,118.94027777777778,4.1523137,2.9820282
12088,118.9325,8.131384,3.3122215
12089,118.93055555555556,3.44315,2.6236053
12090,118.93055555555556,10.32508,1.3433509
12091,118.9275,11.323045,5.0828924
12092,118.92444444444445,7.724485,-10.053631
12093,118.92361111111111,-11.225659,3.2314143
12094,118.92222222222222,-2.7111914,15.859799
12096,118.91805555555555,6.996619,3.353283
12097,118.91694444444444,7.136671,1.8712665
12098,118.91694444444444,5.6132236,5.6917353
12099,118.9161111111111,10.372571,2.1309776
12101,118.91472222222222,9.344325,1.6854092
12102,118.90666666666668,-2.6307318,15.626501
12103,118.89472222222224,5.597327,0.5291995
12104,118.88638888888887,9.938468,4.9193487
12105,118.88583333333334,5.192265,3.3195047
12106,118.88388888888888,-10.999389,2.9210057
12107,118.88388888888888,8.226177,1.2030964
12108,118.87833333333332,6.7595553,2.3359752
12109,118.87583333333332,5.158249,6.610015
12110,118.86638888888888,-11.360983,2.9009686
12111,118.86611111111112,9.965265,4.996366
12112,118.86111111111111,4.1794767,3.0211802
12113,118.86111111111111,7.600729,1.6966023
12115,118.85222222222222,-2.6952846,15.829245
12117,118.84305555555557,10.964795,6.070935
12119,118.83333333333331,2.9368,3.419645
12120,118.83305555555556,4.110179,5.130078
12121,118.83277777777778,4.246734,4.120559
12122,118.82777777777778,3.0177078,3.054419
12124,118.82027777777778,9.216612,1.513084
12125,118.81416666666668,8.777107,1.6099883
12127,118.80888888888887,-11.195629,3.0198655
12128,118.80777777777776,4.504868,3.2971385
12130,118.7975,4.759123,6.6160054
12131,118.79527777777778,10.145587,4.210479
12132,118.7925,-11.150883,2.9386249
12133,118.79027777777776,2.3021128,2.7925296
12134,118.78555555555556,2.4720752,2.553689
12135,118.77916666666668,5.054891,0.9420914
12136,118.77527777777776,3.3244166,3.6090283
12137,118.77472222222222,6.935951,3.6283555
12138,118.76555555555557,2.7225165,3.102178
12139,118.765,3.9097667,5.078804
12140,118.76166666666668,6.6201696,5.4300976
12141,118.76055555555556,7.0780215,1.3178742
12142,118.75472222222224,6.4416447,2.085241
12144,118.74888888888889,5.0330677,0.4739149
12145,118.74777777777778,9.339399,4.257136
12146,118.74444444444444,5.7597237,4.685641
12147,118.74194444444444,9.40414,3.4929006
12148,118.74111111111112,5.507267,0.63884604
12149,118.73416666666668,12.388637,-11.346191
12150,118.73361111111112,-11.162318,3.3258917
12151,118.72166666666666,6.235663,1.796518
12152,118.71972222222222,3.856334,1.828766
12153,118.70861111111113,3.9120114,2.8067153
12154,118.69972222222222,8.826408,1.2086989
12155,118.69944444444444,5.3159266,0.8541426
12156,118.69611111111112,4.987416,1.8657745
12158,118.6775,3.8819258,4.5110645
12159,118.67694444444444,8.704887,1.362256
12160,118.67555555555556,8.403407,5.2963142
12161,118.67305555555556,4.993131,5.0884485
12162,118.67194444444443,6.5977187,6.458561
12163,118.67166666666668,6.4270544,6.393551
12164,118.66805555555555,7.157986,5.0153112
12165,118.65944444444445,3.1766407,3.489723
12167,118.65305555555555,5.11504,6.7111063
12168,118.64861111111112,3.490357,4.3008213
12169,118.64333333333332,10.995997,3.6193204
12170,118.63888888888889,2.1694543,3.043798
12171,118.63777777777776,7.840185,1.774392
12172,118.6361111111111,8.408367,2.3466885
12173,118.63138888888888,4.546477,5.0163875
12174,118.62333333333332,8.695626,1.1552964
12176,118.61333333333332,7.8864875,7.4664807
12177,118.61,6.8557115,2.3513129
12178,118.60972222222222,5.5316153,2.607481
12180,118.60083333333333,9.787128,3.5004668
12181,118.60055555555556,3.247254,3.9503877
12182,118.59694444444445,4.4857354,3.3383367
12183,118.59361111111112,6.302162,0.5592329
12185,118.58888888888887,11.339972,5.0856194
12187,118.56944444444444,7.8452725,2.5066292
12189,118.56805555555556,-2.7953537,15.717925
12190,118.56694444444445,-10.867301,3.2659948
12192,118.56111111111112,5.313717,2.6347613
12196,118.54305555555555,-11.064128,3.1006763
12197,118.54277777777776,3.2771266,3.1264496
12198,118.54027777777776,8.341638,4.7536287
12200,118.53416666666666,-11.257539,2.8779616
12201,118.53027777777778,7.4016957,0.14546801
12203,118.52555555555556,8.883358,2.1850643
12204,118.52472222222222,8.930765,4.933479
12205,118.52361111111112,7.25366,0.4283349
12206,118.52194444444444,4.5422015,4.353563
12207,118.515,8.2646055,5.003774
12210,118.50722222222224,6.525965,0.89330184
12215,118.50083333333332,6.6940475,6.023655
12216,118.50055555555556,8.524711,4.987281
12217,118.50027777777778,6.2407765,1.0395918
12219,118.4961111111111,4.3392043,2.4762244
12220,118.49111111111112,8.221715,0.7845723
12221,118.48916666666666,7.2648206,6.8891406
12222,118.48861111111113,9.987949,4.226438
12223,118.48833333333332,8.232385,7.165456
12224,118.47777777777776,4.0255876,2.7275848
12227,118.46722222222222,5.739593,4.596319
12228,118.465,7.964874,4.914852
12229,118.46472222222222,6.0143814,3.1307492
12230,118.46138888888888,6.538478,2.4594743
12231,118.45388888888888,5.9706154,1.9184393
12233,118.44916666666668,6.472554,0.40973905
12234,118.44305555555556,8.026285,3.0360074
12235,118.44166666666666,9.126326,1.3573358
12236,118.43166666666669,2.1647356,2.5058465
12237,118.4275,9.817329,3.3127503
12238,118.42583333333332,-11.360344,2.7581558
12240,118.42333333333332,6.3929152,5.3641906
12243,118.41694444444444,6.6279387,6.4673285
12244,118.41388888888888,6.846989,4.099767
12245,118.41027777777778,6.5484548,2.4301472
12247,118.40138888888887,7.168412,2.5927699
12248,118.39888888888888,-11.057215,3.0416489
12249,118.39277777777778,7.884152,1.882536
12251,118.38166666666666,9.455977,1.793059
12253,118.37833333333332,6.8212643,4.6921268
12256,118.37166666666668,5.2219815,4.803742
12257,118.36916666666669,8.198636,3.8357902
12259,118.36222222222224,4.8290124,0.7220992
12260,118.3575,9.2665615,2.2201445
12264,118.35055555555556,7.103734,4.0910406
12265,118.3463888888889,5.8019776,3.4974775
12266,118.33555555555556,6.914464,0.48621917
12267,118.33555555555556,3.3423595,2.5296004
12268,118.32833333333332,8.035198,1.9312152
12269,118.3275,7.360863,1.3072988
12270,118.32444444444444,7.9983373,0.7959685
12271,118.31777777777778,4.371751,3.1712172
12272,118.31555555555556,-2.7488303,15.684115
12273,118.31527777777778,7.226307,1.0854335
12274,118.31194444444444,4.9405456,4.319675
12275,118.30666666666669,3.9425979,4.541291
12276,118.30444444444444,7.632525,4.5702133
12277,118.30416666666666,2.6340272,4.0391645
12279,118.30194444444444,6.639452,1.4011767
12281,118.30111111111113,4.9199104,2.669734
12284,118.29083333333334,7.1224294,5.5121145
12285,118.28861111111112,9.305185,3.0348437
12287,118.28277777777778,3.7987998,3.461975
12288,118.27666666666669,9.223254,2.348172
12289,118.27666666666669,6.4329147,1.5445814
12290,118.27638888888887,5.4530425,4.4051547
12292,118.26972222222224,7.5312076,1.8524425
12294,118.26166666666668,6.63679,1.968593
12295,118.26166666666668,6.4976707,0.7487466
12296,118.25305555555556,-11.146048,3.320443
12297,118.25194444444443,7.341996,4.9548497
12300,118.24694444444444,3.8106055,1.8680328
12301,118.24555555555555,5.852729,0.65105176
12303,118.23055555555555,-8.691374,-6.384807
12304,118.22638888888888,7.0517097,1.7737715
12306,118.21777777777778,5.8585043,0.6584723
12308,118.21666666666668,8.179678,5.001277
12309,118.21638888888889,12.19062,0.13953668
12311,118.215,9.238594,4.307492
12312,118.20583333333332,9.646783,1.8552852
12315,118.19333333333331,5.9306436,1.1191558
12316,118.18611111111112,10.900586,3.4183295
12318,118.1775,-8.037623,14.131915
12319,118.17111111111112,5.773545,4.861255
12320,118.15666666666668,3.656443,3.451327
12321,118.15388888888889,5.064647,4.1362596
12322,118.15305555555555,-10.979025,3.1568615
12324,118.13861111111112,4.849849,4.7301917
12325,118.1375,6.2076473,3.7862492
12327,118.12861111111113,-2.8489683,15.6637535
12328,118.12555555555556,6.7404695,2.4979565
12329,118.11472222222224,-11.137726,3.1435637
12330,118.10861111111112,3.409521,2.571885
12331,118.10555555555555,4.1277246,0.9830461
12333,118.09666666666666,9.421783,1.7157577
12334,118.09666666666666,8.721554,2.4362433
12336,118.09583333333332,6.830112,1.7099572
12337,118.09305555555557,12.33608,-11.254126
12338,118.09083333333334,4.8462467,2.6843598
12340,118.08305555555556,-10.847509,3.024862
12341,118.08194444444445,9.833814,4.6988006
12342,118.07944444444443,4.5735884,5.3494644
12343,118.07666666666668,4.1043444,2.619571
12344,118.07666666666668,8.998672,6.6746655
12345,118.075,6.7026296,1.839243
12347,118.065,4.4290147,3.1698773
12348,118.06444444444443,6.925959,1.1867809
12349,118.06361111111111,6.26884,0.8859129
12351,118.06055555555557,5.6389046,5.2390337
12352,118.05055555555556,4.218148,2.896079
12354,118.0436111111111,9.832689,0.57812
12355,118.04,2.5935278,3.092438
12356,118.03861111111112,5.3873353,6.958303
12358,118.03277777777778,8.2624,1.0857271
12359,118.02944444444444,8.612656,-1.4925047
12360,118.02916666666668,9.695271,2.3962667
12362,118.02472222222222,6.045407,3.8861396
12363,118.01833333333332,8.955426,6.7862577
12366,118.01611111111112,8.612229,-1.4899944
12367,118.01361111111112,4.5943613,5.3720512
12369,118.0125,7.861079,1.739251
12370,118.01222222222222,7.529493,4.882089
12371,118.00805555555556,8.612049,-1.4892892
12372,118.00333333333332,6.455529,0.963143
12374,118.00277777777778,7.5615854,1.9939394
12375,118.00277777777778,6.1771665,0.63371474
12377,118.00194444444443,-7.6582665,10.000008
12378,118.00111111111111,8.828098,7.477218
12383,117.99583333333334,12.166351,0.22894369
12384,117.99583333333334,10.273117,1.3647436
12385,117.99583333333334,-2.9441004,15.879358
12386,117.9925,5.088776,2.8518305
12387,117.99222222222222,7.9034405,4.476847
12388,117.9888888888889,8.841648,7.50938
12390,117.98583333333332,4.553713,2.4677286
12392,117.97583333333333,10.152637,5.162158
12394,117.9725,12.370529,-11.212002
12395,117.9725,11.367216,4.975239
12397,117.96444444444444,4.6109853,5.3103285
12398,117.96388888888887,4.7213526,1.9032494
12399,117.96305555555556,-2.7456858,15.735482
12400,117.96194444444444,3.8176613,1.7770329
12401,117.95972222222224,-2.8757162,15.84693
12402,117.95583333333332,4.0371766,3.0611086
12403,117.955,7.5778537,5.0622525
12404,117.95222222222222,6.3958044,3.489129
12405,117.95111111111112,10.220152,3.0608134
12406,117.9486111111111,-2.9297798,15.933459
12407,117.94666666666669,11.495457,3.9712682
12408,117.945,-7.6580453,10.000157
12409,117.94361111111112,5.7400837,1.5348867
12410,117.92055555555557,8.010656,3.3001418
12412,117.9175,6.884101,2.5251567
12413,117.91666666666669,4.588961,2.913446
12417,117.9075,3.9550037,3.362206
12418,117.89833333333333,-10.957318,2.6941326
12420,117.89444444444445,-2.808834,15.661912
12421,117.89416666666666,11.04088,1.760278
12422,117.8825,2.6246657,2.0948365
12423,117.86944444444444,8.784467,1.4402272
