,TimeDiff,tweet_1st,tweet_2nd,Label
4448,180.64638888888888,8.198232,4.44532,1
4466,180.5663888888889,6.9010673,2.9320877,0
4477,180.5036111111111,10.247699,3.642424,0
4498,180.37972222222223,7.361431,4.0509877,1
4576,179.82333333333332,8.989403,3.2846627,0
4599,179.65444444444444,7.239459,3.5277133,0
4722,178.49777777777777,6.511845,5.5735774,1
4896,174.65083333333334,8.662929,3.8061152,1
4926,174.27166666666668,4.486595,3.4756107,1
4932,174.2138888888889,8.73417,3.3914561,0
4952,173.98916666666668,8.425054,3.0438151,1
5048,172.91666666666666,5.8293285,3.2715847,1
5081,172.55388888888888,5.3120174,3.5317001,1
5176,172.03222222222223,8.548403,3.6830254,1
5279,171.65,6.384691,1.1463398,1
5301,171.56444444444443,8.142512,3.5957062,1
5357,171.3552777777778,6.8459687,3.8298872,1
5412,171.13083333333333,7.165448,1.5739726,0
5479,170.91972222222222,7.293033,3.989215,1
5607,170.5102777777778,7.533793,3.9895542,1
5620,170.4391666666667,7.2053633,2.4865446,1
5666,170.0427777777778,4.336191,3.3764074,0
5722,169.355,7.156619,4.881197,1
5731,169.27972222222223,7.040136,1.5245035,0
5733,169.26666666666668,6.5659356,2.0188558,1
5738,169.2313888888889,6.506511,3.449864,1
5756,169.12916666666666,8.502414,4.0106497,1
5768,169.0011111111111,7.4262867,0.41923463,0
5783,168.78166666666667,5.6910224,3.0723803,1
5789,168.7211111111111,7.679451,1.3335687,0
5806,168.58444444444444,6.6975813,1.2484305,1
5840,168.23166666666663,8.071022,4.3202357,0
5845,168.19666666666666,6.0895247,1.9476203,1
5931,167.31694444444443,5.7201414,1.9028196,1
5938,167.2263888888889,7.0783587,3.3542027,1
5993,166.86277777777778,6.978684,0.6665856,0
6006,166.77944444444444,5.3808036,7.03136,0
6075,166.29,6.6911087,1.9795475,1
6099,166.1025,7.610518,1.0849146,0
6112,166.05916666666667,7.346083,1.0683688,0
6126,165.97472222222223,7.6031046,3.5702043,1
6172,165.5836111111111,7.818276,1.0115122,0
6192,165.4388888888889,5.920978,2.2452323,1
6197,165.41444444444446,6.7781353,2.4147937,0
6227,165.2697222222222,8.316835,1.4430662,1
6229,165.22861111111112,4.830579,3.624304,1
6232,165.2175,10.90963,5.8983307,1
6241,165.16305555555556,4.8413897,3.5812397,1
6269,165.0077777777778,8.187791,1.3360056,0
6298,164.86666666666667,5.385173,1.856075,0
6314,164.78944444444446,6.438054,2.1447496,0
6325,164.69,7.2101836,1.1329447,1
6333,164.66472222222222,6.42088,1.5838299,1
6334,164.66444444444446,6.233886,0.8230206,0
6339,164.59777777777776,6.541033,6.261838,0
6342,164.58527777777778,6.5189104,5.0159116,1
6348,164.55,5.383752,7.017222,0
6355,164.49194444444444,6.718403,0.42559972,0
6361,164.46416666666667,6.340816,-0.08977755,0
6371,164.40972222222223,4.9965105,3.483253,1
6381,164.36111111111111,4.9688454,3.5751984,1
6395,164.30083333333334,6.747885,2.3046386,0
6399,164.285,8.5193,0.59437966,1
6466,164.0225,6.451766,0.74053395,0
6467,164.01722222222222,7.4823833,1.5071913,0
6489,163.92083333333332,5.9316077,1.4084408,1
6509,163.7747222222222,7.7492466,1.3901178,1
6553,163.49916666666667,4.7169094,2.3173053,0
6570,163.4261111111111,6.4155054,2.4285617,1
6578,163.38805555555555,7.351111,4.504659,1
6581,163.3725,6.79961,0.6126187,1
6619,163.035,7.5907736,2.5509307,0
6628,163.00055555555556,7.159796,0.5269202,0
6680,162.60083333333333,8.263707,1.6313365,1
6685,162.58444444444444,6.321459,1.8964124,1
6692,162.55916666666667,5.418676,7.018391,0
6762,162.0075,5.4999375,2.263728,0
6774,161.93833333333333,3.4891264,2.1625412,0
6779,161.87833333333333,6.8196497,0.84894687,0
6819,161.5361111111111,6.864629,1.9612217,0
6846,161.41555555555556,7.268296,1.2100182,1
6852,161.36694444444444,7.626206,2.9089606,0
6865,161.30555555555554,8.824965,1.9673516,1
6903,161.13888888888889,3.8621478,1.3690922,1
6905,161.13361111111112,9.989252,3.7815502,0
6939,161.00861111111112,7.720109,3.8941512,1
6947,160.97722222222222,7.1100574,3.560607,1
7005,160.6588888888889,5.1609035,3.5142462,0
7008,160.64194444444445,8.751973,2.076656,1
7042,160.4813888888889,6.138273,3.255047,1
7056,160.39916666666667,7.41065,3.2485907,0
7075,160.3111111111111,6.89111,1.5385484,1
7126,160.0375,10.184758,3.7203493,1
7137,160.00444444444443,6.3437223,2.4859455,1
7165,159.85083333333333,6.799692,3.5573506,0
7170,159.81444444444443,7.3364644,0.8216459,0
7212,159.5661111111111,6.1622505,3.0666978,0
7270,159.26361111111112,3.5522761,10.449791,1
7275,159.25027777777777,7.1681247,0.50171405,0
7296,159.15333333333334,6.110797,3.291091,0
7322,159.04638888888888,10.350637,2.791817,1
7330,159.0363888888889,6.1944137,1.4545983,1
7339,158.97472222222223,8.286968,1.6319464,1
7398,158.61277777777778,5.616263,6.4236994,0
7433,158.485,6.061689,3.6007326,1
7495,158.1197222222222,5.1656556,2.0872126,1
7528,157.94611111111112,5.8454804,1.2724906,0
7539,157.86194444444445,7.124223,3.1051583,1
7550,157.76444444444445,6.7891793,5.3301353,1
7554,157.72083333333333,3.9524214,2.286241,0
7597,157.52555555555554,6.5266027,1.5210692,1
7603,157.5036111111111,5.608897,4.508097,1
7641,157.2516666666667,4.8653107,3.4238129,0
7642,157.25,6.720947,1.7647922,0
7659,157.14527777777778,7.3838744,2.9170294,0
7694,156.80194444444444,7.3363533,1.5367887,0
7695,156.79888888888888,8.34504,0.9370248,0
7718,156.5775,7.2942405,3.6850712,1
7777,155.93416666666667,5.6142683,5.157989,1
7822,155.29416666666663,5.236397,0.6315775,0
7824,155.2483333333333,6.6737175,3.4207692,0
7831,155.14916666666667,9.13473,2.0253525,0
7849,154.9386111111111,7.0531306,4.7021832,0
7852,154.91305555555556,7.834,3.5484867,1
7853,154.8875,6.472024,0.47730005,1
7904,153.5363888888889,9.631941,2.081987,1
7911,153.41166666666666,5.5837893,3.3834274,1
7918,153.19,8.232543,3.0240374,1
7939,152.66916666666663,10.224079,3.8771553,1
7941,152.60861111111112,4.8161993,6.6718793,0
7987,150.7786111111111,10.094088,1.9602404,1
8005,150.29194444444445,6.8646116,2.8811307,1
8019,149.79166666666666,4.6835995,3.417536,1
8043,149.145,7.4956093,3.3594608,1
8046,149.09972222222223,6.6701417,5.4411774,1
8051,149.06194444444444,10.379645,6.7701845,1
8080,148.59472222222223,6.742161,4.069977,0
8083,148.57,7.122845,4.8567247,0
8098,148.30527777777775,7.704553,1.6391927,1
8120,148.0288888888889,6.64166,2.7888017,1
8192,147.36805555555554,6.8846145,4.154506,1
8208,147.21777777777777,6.4398007,1.8086077,1
8248,146.81694444444443,6.0853424,3.400748,1
8269,146.60444444444445,5.8657584,3.3594675,0
8276,146.51361111111112,3.5734456,3.0138714,1
8288,146.435,5.6539474,5.1607537,1
8326,146.08166666666668,5.037687,5.3350716,1
8350,145.8925,9.116212,2.5292454,0
8388,145.65305555555557,7.096237,1.3242569,1
8389,145.64416666666668,7.0892353,1.4008002,1
8452,145.11833333333334,6.8630576,3.7342591,1
8478,144.91083333333336,7.1606793,0.5337625,0
8491,144.8288888888889,5.5772233,5.2314425,0
8501,144.77166666666668,4.690639,3.445132,0
8512,144.7038888888889,4.707277,3.520157,1
8516,144.68555555555557,8.138869,3.6579597,1
8609,144.02416666666667,7.1775045,3.3911574,1
8621,143.9538888888889,7.987717,2.044476,1
8670,143.58555555555557,8.174862,2.3543901,1
8688,143.44944444444445,8.604941,2.5398974,1
8691,143.41472222222225,7.933601,0.91369414,0
8721,143.21222222222224,7.477889,3.7694924,1
8731,143.115,7.627754,4.0793767,1
8745,143.03944444444446,5.604993,5.245616,1
8791,142.75000000000003,6.93656,1.7322354,1
8800,142.68722222222223,5.2759314,2.1065798,1
8809,142.61,6.1002216,1.5988146,1
8824,142.4575,5.2455773,2.0577717,1
8825,142.45277777777778,8.5641775,6.0723042,0
8843,142.30611111111114,6.3780203,3.2326028,1
8846,142.2591666666667,5.0123663,2.216286,0
8871,142.04000000000002,7.5516253,1.4631343,0
8883,141.95722222222224,5.518821,2.0169466,1
8892,141.90333333333334,6.9043484,3.626935,0
8899,141.86666666666667,6.972327,1.678203,1
8911,141.7975,6.6661344,1.5188625,1
8926,141.70583333333337,7.9998393,1.4861583,1
8931,141.66638888888892,7.1744056,1.1523888,1
8945,141.54472222222225,6.967301,1.4982936,1
8956,141.4913888888889,9.232701,1.9068513,1
8970,141.3677777777778,5.979729,3.3504796,1
8981,141.2902777777778,7.3476577,3.708247,1
9016,141.16111111111113,11.835018,5.0458236,1
9167,140.51777777777778,7.1061954,2.226361,1
9186,140.4102777777778,3.0322416,3.8079083,0
9189,140.40861111111113,7.053402,0.75877625,1
9193,140.38666666666668,6.3684072,6.1580477,0
9241,140.1852777777778,6.880419,0.6851648,0
9279,140.01555555555558,6.2469654,1.4765646,1
9351,139.5991666666667,6.2152514,5.8801093,0
9365,139.53333333333336,8.335804,4.2104144,0
9367,139.53083333333336,8.282856,1.3421284,0
9377,139.49555555555557,6.8410563,3.3294096,1
9381,139.48722222222224,5.346458,3.4660149,1
9393,139.4177777777778,6.9259615,3.2155383,0
9405,139.3313888888889,5.6289325,1.3201294,0
9441,139.1588888888889,7.3066807,3.5452313,1
9449,139.1277777777778,7.643751,0.9827472,0
9452,139.10194444444446,6.354917,3.421779,0
9558,138.66750000000002,10.415393,2.3261812,1
9571,138.59500000000003,6.992483,1.281904,1
9588,138.50861111111112,6.7935047,2.162756,0
9591,138.5041666666667,5.784081,5.103333,1
9596,138.49305555555557,6.777392,1.7418028,0
9605,138.44333333333336,6.6327066,0.964099,0
9607,138.42861111111114,7.4648857,3.206783,0
9623,138.39222222222224,5.7305894,5.0552993,1
9731,137.8741666666667,5.227256,2.2988038,0
9732,137.8675,7.942374,1.4934127,1
9736,137.85500000000002,10.2678585,2.2009323,0
9737,137.8488888888889,4.6379375,2.510374,0
9769,137.675,6.537806,3.322186,1
9775,137.63472222222225,4.707054,3.343876,0
9849,137.38694444444445,8.167379,3.5967305,1
9850,137.38333333333335,8.198824,1.0494791,0
9904,137.1511111111111,8.7206135,6.833179,1
9907,137.1352777777778,8.494117,2.98186,1
9938,137.01694444444445,7.653784,0.94284934,0
9982,136.89472222222224,5.277711,1.290886,0
9997,136.84611111111113,7.120086,1.0916804,0
10040,136.70472222222224,5.1412334,3.6119626,1
10046,136.67666666666668,6.118696,2.9637969,0
10057,136.65,2.9012177,2.7222347,0
10089,136.50305555555556,7.392855,3.5829513,1
10120,136.36,4.786762,2.2309656,0
10130,136.32111111111112,3.6942296,3.4882689,1
10190,136.0886111111111,7.4660397,3.4458401,0
10206,136.01555555555558,7.6450114,4.44159,1
10241,135.91250000000002,10.734912,5.0692406,1
10248,135.88861111111112,9.199151,2.4606779,1
10261,135.8441666666667,6.9798512,0.7843801,0
10310,135.7002777777778,7.255544,2.3808405,1
10348,135.55,6.568612,1.0033793,0
10362,135.50000000000003,4.76038,6.6584353,1
10412,135.28444444444446,6.6674767,6.2365303,1
10616,134.3166666666667,6.407153,3.5484514,1
10650,134.15555555555557,7.0938277,5.147279,1
10707,133.8427777777778,6.5847874,6.0203657,0
10810,133.35694444444445,6.696127,3.6133847,1
10814,133.3152777777778,6.679175,2.5841537,1
10854,133.0916666666667,9.435001,2.3090243,1
10928,132.71333333333334,8.644357,1.6600164,1
10935,132.66444444444446,8.154243,1.162419,0
11005,132.20916666666668,8.171054,2.059647,1
11006,132.19861111111112,8.642431,2.495473,1
11129,130.7002777777778,7.220798,3.2924705,0
11150,130.1677777777778,6.789063,2.4083443,1
11179,129.58694444444444,7.4330277,0.54045236,1
11196,129.24527777777777,7.0282288,2.7797065,1
11259,127.4275,7.513205,0.48458442,1
11261,127.06833333333331,6.0559154,3.239322,0
11347,125.01527777777778,6.7254386,6.6112723,1
11363,124.79555555555557,7.4699244,3.282966,1
11367,124.75638888888888,8.043141,3.5579932,0
11374,124.70111111111112,6.02716,1.3133491,0
11384,124.55111111111113,7.9684014,1.067045,1
11396,124.41444444444444,5.1184154,3.5933142,1
11410,124.25111111111111,5.9355187,-0.11079452,0
11414,124.1986111111111,7.7237844,3.2500434,0
11462,123.45,7.7960377,3.9799228,1
11479,123.25805555555556,4.994446,2.50053,0
11503,123.00722222222224,6.2081923,3.6086495,1
11541,122.45,6.517363,3.4625301,1
11628,121.72,10.118079,2.0173957,1
11633,121.70944444444444,7.220308,1.0825038,1
11647,121.60666666666668,4.025063,3.398672,0
11682,121.46305555555556,6.632453,3.674642,1
11713,121.27944444444444,4.714239,2.7276182,0
11754,120.96416666666669,5.168452,4.810866,0
11761,120.90972222222224,4.969416,3.4328957,1
11781,120.70166666666668,8.160088,1.0182494,0
11783,120.70083333333334,8.210527,3.3691416,0
11854,120.21944444444443,7.111094,1.5045159,1
11861,120.17861111111112,7.174147,1.1402794,0
11870,120.11138888888888,8.814665,5.74021,1
11878,120.065,4.448698,0.86969316,0
11918,119.81138888888889,7.8873444,3.371515,1
11951,119.52777777777776,4.656798,2.218933,0
11961,119.46444444444444,6.1795425,3.491045,1
11975,119.39861111111112,7.466651,0.5315033,0
11982,119.36,4.592991,2.2396672,1
11991,119.31972222222224,9.459415,1.9955245,0
12007,119.25722222222224,6.0766478,3.4469507,1
12019,119.235,8.699587,2.5272336,1
12043,119.10416666666669,6.3762407,0.7466273,0
12086,118.93666666666668,10.190177,1.4173329,1
12114,118.85444444444444,2.6055636,3.7357788,0
12179,118.605,5.7300787,5.011495,1
12184,118.59055555555555,8.582091,1.941035,1
12191,118.56694444444445,6.9709735,1.6362244,0
12232,118.45055555555555,6.7242427,0.7161427,0
12282,118.29277777777776,8.964993,2.0826113,1
12346,118.06666666666666,6.8639774,1.5990888,1
12376,118.00222222222222,6.5301423,0.5836123,1
12443,117.82138888888888,6.240969,3.6725087,0
12458,117.78027777777778,6.5879054,3.677938,0
12463,117.75666666666666,4.904473,5.157574,1
12472,117.74222222222222,5.8593373,2.166599,1
12502,117.64277777777778,6.2730036,2.053231,0
12517,117.58694444444444,6.5119386,1.9697737,1
12551,117.49388888888888,7.214656,3.334715,0
12603,117.36361111111113,4.884744,3.8682601,0
12623,117.28916666666667,8.624547,0.53918386,0
12673,117.11833333333334,6.828995,0.529995,0
12726,116.94583333333334,4.9781694,3.397369,0
12750,116.87194444444444,7.0822606,1.580595,1
12755,116.85666666666668,6.58589,6.0149865,0
12765,116.81861111111112,6.8650713,3.0369349,1
12805,116.63638888888887,7.311828,3.3042674,0
12869,116.38083333333331,6.6085114,6.1230063,1
12874,116.36277777777778,6.6507387,1.5031066,1
12882,116.30472222222222,5.2076454,3.4906864,1
12888,116.29194444444444,6.571583,6.312293,1
12898,116.24166666666666,10.1451025,1.9705163,0
12916,116.19638888888888,5.2542586,3.4978187,1
12956,116.0725,6.6315427,6.439289,1
12957,116.06722222222224,10.252833,3.525844,1
12987,116.0038888888889,6.383587,3.435265,0
13000,115.9425,6.8357296,1.6107382,1
13005,115.93111111111112,5.633717,3.6664436,0
13046,115.81388888888888,7.7080116,0.71106136,0
13064,115.74194444444444,8.102723,1.161999,0
13093,115.62722222222222,9.417193,1.9879601,0
13114,115.58666666666667,7.7753677,0.76569676,0
13179,115.4375,5.37251,6.207173,0
13254,115.27083333333331,5.5445676,4.601768,0
13270,115.22666666666667,3.1225235,2.9538102,0
13279,115.22222222222224,6.4128647,4.0807776,1
13289,115.18444444444444,7.1078453,2.3031025,0
13323,115.09166666666668,7.8506603,1.3621992,0
13371,114.99111111111112,8.814571,4.111677,1
13379,114.97527777777778,7.4608397,0.8943447,0
13391,114.94805555555556,5.433252,6.922301,0
13419,114.87,7.438773,4.766481,1
13421,114.86722222222222,7.8236175,4.423651,1
13427,114.86305555555556,6.822384,1.8581333,1
13430,114.85277777777776,6.7892356,0.7557664,0
13439,114.83416666666666,5.6601686,3.6172986,1
13460,114.79583333333332,3.0796635,3.1727884,0
13475,114.77027777777778,6.5509057,4.815679,0
13508,114.69,8.027445,3.3618157,0
13590,114.515,5.360942,6.459356,0
13591,114.51444444444444,7.0458508,1.605961,1
13602,114.49638888888887,6.2726727,0.68168503,0
13622,114.44361111111112,6.043677,3.9104064,0
13663,114.29611111111112,8.231433,1.1655579,0
13755,114.04666666666668,7.5976233,1.7693307,1
13758,114.04388888888889,6.6969886,1.6856585,1
13818,113.93277777777776,8.988972,4.9107676,0
13834,113.89333333333332,10.525158,4.5854573,0
13843,113.8675,7.3514767,0.5041814,0
13844,113.86638888888888,5.9082184,0.53364265,0
13882,113.75638888888888,4.275775,0.831057,1
13884,113.75111111111111,5.2884994,6.8584065,0
13938,113.61027777777778,6.6092753,3.2105043,0
13943,113.59861111111113,5.2085304,5.3653283,0
13968,113.53555555555556,7.012049,1.1930795,0
13999,113.4725,6.548873,-0.35073352,1
14004,113.44444444444444,7.3977046,2.7513275,0
14042,113.33027777777778,6.7455606,1.6986688,1
14064,113.26638888888888,9.716399,1.5068684,1
14112,113.1525,6.7963834,1.5026242,0
14142,113.07111111111112,8.233057,3.5409615,1
14223,112.88472222222222,7.3099246,3.4109907,1
14243,112.80527777777776,10.066099,3.3253243,1
14248,112.79861111111111,6.476866,3.402948,0
14254,112.78194444444443,5.6027093,2.7441866,1
14292,112.71944444444443,6.840734,0.97104007,0
14326,112.66444444444444,6.9262433,1.8572406,1
14335,112.63416666666669,8.296907,1.427098,1
14380,112.55611111111112,11.503069,4.1622868,1
14403,112.51416666666668,7.4341135,3.5477073,1
14413,112.50138888888888,6.95327,3.0363617,0
14431,112.47583333333333,7.0207014,0.25939897,1
14488,112.36972222222222,8.167402,1.6117629,0
14515,112.3225,4.2445803,2.968227,1
14541,112.26694444444443,8.596776,5.9805174,1
14545,112.25527777777778,6.3936644,0.059233878,1
14556,112.23583333333332,7.7222223,1.3538114,0
14632,112.11805555555556,5.452914,1.2346759,1
14660,112.07638888888889,6.686296,1.6234707,1
14664,112.07194444444444,6.102691,3.546853,0
14665,112.07138888888888,5.638765,1.2004704,1
14751,111.95388888888888,6.595244,1.5304301,1
14771,111.9186111111111,7.05362,1.5643178,1
14784,111.90055555555556,8.52691,1.9410112,1
14820,111.83333333333331,7.504404,1.5321751,0
14842,111.80194444444444,5.3698444,1.1273582,1
14853,111.78222222222222,5.270732,6.494356,0
14879,111.75194444444443,7.5571055,4.138073,1
14907,111.69638888888888,9.269312,3.1433485,1
14933,111.64861111111112,4.67608,3.2207615,0
15033,111.49055555555556,9.397494,5.952371,1
15121,111.35555555555555,6.4078813,1.455646,1
15141,111.31361111111111,7.315861,1.5287976,1
15143,111.31027777777778,6.7007008,5.499091,1
15174,111.27166666666666,6.9425907,2.2158084,1
15187,111.2538888888889,8.229918,2.430178,1
